nome;preço;ano;quilometragem;cidade;estado;marca
Peugeot 207 Passion 1.4 Xr Flex 4p;21990.0;2010;100.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Citroën C3 1.4 8v Glx Flex 5p;21999.0;2006;189.000 Km;São Paulo Zona Leste ; São Paulo;Citroën
Chevrolet Prisma Joy 1.0 (flex);23900.0;2011;190.000 Km;São Paulo Centro ; São Paulo;Chevrolet
Volkswagen Fox 1.0 Vht City Total Flex 5p;24990.0;2009;219.008 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Chevrolet Celta 1.0 Spirit Flex Power 3p 70 Hp;17000.0;2009;154.772 Km;Barueri ; São Paulo;Chevrolet
Mercedes-benz A 160 Classe A 160 Elegance Semi-aut.;19990.0;2000;99.000 Km;São Paulo Zona Sul ; São Paulo;Mercedes-benz
Volkswagen Fox City;19863.0;2009;160.000 Km;Praia Grande ; São Paulo;Volkswagen
Volkswagen Gol 1.0 Mi 3p;16000.0;1996;147.000 Km;São Bernardo do Campo ; São Paulo;Volkswagen
Renault Clio 1.0 16v Campus Hi-flex 5p;22900.0;2009;142.000 Km;São Bernardo do Campo ; São Paulo;Renault
Fiat Stilo 1.8 8v Attractive Flex 5p;22000.0;2010;140.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Palio Adventure 1.6 16v 5p;15500.0;2002;245.414 Km;São Paulo Zona Oeste ; São Paulo;Fiat
Renault Clio Clio Hatch. Authentique 1.0 8v 4p;23900.0;2008;147.327 Km;São Paulo Zona Norte ; São Paulo;Renault
Volkswagen Fox 1.0 Mi 8v Flex 2p-ar Condicionado;22899.0;2007;124.000 Km;São Paulo Zona Oeste ; São Paulo;Volkswagen
Fiat Siena 1.0 Fire 4p;15900.0;2005;162.000 Km;Praia Grande ; São Paulo;Fiat
Peugeot 206 206 Hatch. Feline Automatic 1.6 16v (flex);24900.0;2008;131.396 Km;Osasco ; São Paulo;Peugeot
Chevrolet Celta 1.0 Mpfi Life 8v;20900.0;2007;166.135 Km;Carapicuíba ; São Paulo;Chevrolet
Fiat Palio 1.3 Elx Flex 5p;19900.0;2005;173.000 Km;São Paulo Zona Norte ; São Paulo;Fiat
Chevrolet Celta 1.0 Lt Flex Power 5p;25000.0;2012;113.000 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Chevrolet Corsa Pick-up 1.6 Gl 2p;21000.0;1998;380.000 Km;São Bernardo do Campo ; São Paulo;Chevrolet
Chevrolet Celta Celta Life 1.0 Vhce (flex) 2p;19500.0;2008;208.662 Km;Suzano ; São Paulo;Chevrolet
Citroën C3 1.4 8v Glx Flex 5p;21790.0;2008;142.600 Km;São Paulo Zona Norte ; São Paulo;Citroën
Chevrolet Meriva 1.8 Mpfi Premium 8v Flex 4p Automatizado;22990.0;2008;247.547 Km;São Paulo ; São Paulo;Chevrolet
Chevrolet Prisma 1.4 Maxx Econoflex 4p;22800.0;2008;151.800 Km;São Paulo Zona Oeste ; São Paulo;Chevrolet
Citroën C3 1.6 16v X-tr Flex 5p;24890.0;2008;108.061 Km;São Paulo Zona Norte ; São Paulo;Citroën
Ford Fiesta 1.6 8v Flex/class 1.6 8v Flex 5p;21855.0;2009;174.254 Km;São Paulo Zona Leste ; São Paulo;Ford
Volkswagen Gol 1.0 Vht Total Flex 5p;22900.0;2011;170.000 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Chery Chery Qq 1.1 16v 5p;18900.0;2012;262.270 Km;São Paulo Zona Leste ; São Paulo;Chery
Chevrolet Corsa Sedan Corsa Sedan Ls Vhc E;24990.0;2012;200.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Siena 1.0 Fire Flex 4p;21900.0;2007;128.000 Km;São Paulo Zona Norte ; São Paulo;Fiat
Chevrolet Zafira 2.0 8v 5p;12000.0;2004;230.000 Km;São Paulo Zona Oeste ; São Paulo;Chevrolet
Fiat Siena 1.0 Mpi Fire 8v Flex 4p Manual;24990.0;2011;116.581 Km;São Paulo Zona Norte ; São Paulo;Fiat
Kia Shuma 1.5 4p;12000.0;1999;51.000 Km;Guarulhos ; São Paulo;Kia
Fiat Palio 1.0 Fire Flex 5p;14499.0;2007;177.189 Km;Itaquaquecetuba ; São Paulo;Fiat
Chevrolet Vectra 2.2 Gls 4p;13900.0;1999;198.000 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Fiat Idea 1.4 Elx Flex 5p;24900.0;2007;185.000 Km;São Paulo Zona Oeste ; São Paulo;Fiat
Volkswagen Gol 1.6 Cl;16000.0;1991;200.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Chevrolet Vectra 2.0 Plus 4p;18000.0;2003;160.000 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Fiat Palio Weekend 1.8 Hlx Flex 5p;14600.0;2007;256.405 Km;São Paulo Zona Norte ; São Paulo;Fiat
Fiat Palio 1.0 Mpi Elx;19900.0;2005;214.600 Km;Carapicuíba ; São Paulo;Fiat
Ford Ka 1.0 Gl 3p;11800.0;2000;170.000 Km;São Paulo Zona Oeste ; São Paulo;Ford
Fiat Doblo 1.3 16v Ex Fire 5p;17000.0;2003;207.000 Km;São Paulo Zona Norte ; São Paulo;Fiat
Chevrolet Vectra 2.0 Mpfi Gl 8v;21400.0;1998;129.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Chevrolet Corsa Sedan Max;20500.0;2008;168.654 Km;São Caetano do Sul ; São Paulo;Chevrolet
Chevrolet Meriva 1.8 Maxx Flex Power 5p;24997.0;2007;176.606 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Renault Scenic 1.6 16v Authentique Hi-flex 5p;22300.0;2011;146.000 Km;Praia Grande ; São Paulo;Renault
Honda Civic 1.6 Lx 4p;14500.0;2000;171.882 Km;São Paulo Zona Leste ; São Paulo;Honda
Ford Focus Sedan 1.6 Glx 4p;23990.0;2007;188.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Citroën C3 1.4 I Glx 8v Flex 4p Manual;19500.0;2010;138.000 Km;Praia Grande ; São Paulo;Citroën
Fiat Palio 1.3 Elx Flex 5p;23893.0;2005;117.000 Km;São Bernardo do Campo ; São Paulo;Fiat
Peugeot 307 1.6 Presence Pack Flex 5p;21900.0;2009;170.000 Km;São Paulo Zona Sul ; São Paulo;Peugeot
Chevrolet Corsa Sedan 1.0 Mpfi Sedan 8v;18900.0;2003;183.247 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Peugeot 207 1.4 Xr Sport Flex 5p;18900.0;2011;143.693 Km;Diadema ; São Paulo;Peugeot
Chevrolet Prisma 1.0 Joy Flexpower 4p;23990.0;2010;75.691 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Fiesta 1.0 Flex First 5p;18800.0;2008;250.000 Km;Osasco ; São Paulo;Ford
Fiat Uno Mille 1.0 Fire/ F.flex/ Economy 4p;20990.0;2008;326.405 Km;Taubaté ; São Paulo;Fiat
Volkswagen Kombi 1.4 Standard Total Flex 3p;25000.0;2006;230.000 Km;Ribeirão Pires ; São Paulo;Volkswagen
Fiat Idea 1.4 Elx Flex 5p;24000.0;2009;143.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Chevrolet Celta 1.0 Life Flex Power 3p;18890.0;2007;220.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Volkswagen Gol 1.0 Trend Total Flex 5p;24000.0;2010;114.000 Km;Santo André ; São Paulo;Volkswagen
Volkswagen Golf 2.0 5p;25000.0;2000;185.000 Km;Itu ; São Paulo;Volkswagen
Chevrolet Vectra 2.2 16v Cd 4p;19900.0;2001;240.000 Km;Guarulhos ; São Paulo;Chevrolet
Honda Civic 1.7 Lx Aut. 4p;14500.0;2001;186.000 Km;São Bernardo do Campo ; São Paulo;Honda
Renault Clio 1.6 16v Rn 5p;12900.0;2001;155.000 Km;São Paulo Zona Norte ; São Paulo;Renault
Peugeot Partner Furgão 1.6 4p;15000.0;2006;999.999 Km;Santo André ; São Paulo;Peugeot
Ford Ka 1.0 Mpi 8v Flex 2p Manual;23790.0;2009;158.226 Km;Santo André ; São Paulo;Ford
Peugeot 207 1.4 Xr Passion 8v Flex 4p Manual;17990.0;2011;242.843 Km;São Paulo ; São Paulo;Peugeot
Ford Fiesta 1.0 Fly Flex 5p;22900.0;2012;100.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Citroën C3 1.4 I Glx 8v Flex 4p Manual;16900.0;2011;140.000 Km;São Paulo Zona Sul ; São Paulo;Citroën
Fiat Uno Mille Mille Ex 1.0;14900.0;2000;226.259 Km;São Paulo Zona Leste ; São Paulo;Fiat
Renault Sandero 1.6 Expression Hi-power 5p;24500.0;2013;228.000 Km;São Paulo Zona Norte ; São Paulo;Renault
Fiat Siena 1.0 16v Elx 4p;19990.0;2002;290.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Ford Escort Hobby 1.0 Gasolina;25000.0;1995;35.000 Km;São Paulo Zona Norte ; São Paulo;Ford
Chevrolet Kadett 1.8 Gl 3p;8500.0;1993;250.000 Km;São Bernardo do Campo ; São Paulo;Chevrolet
Citroën Xsara Picasso 1.6 Glx Flex 5p;16300.0;2008;185.700 Km;São Paulo Zona Leste ; São Paulo;Citroën
Chevrolet Meriva 1.8 Mpfi Premium 8v Flex 4p Automatizado;22000.0;2008;145.231 Km;Santos ; São Paulo;Chevrolet
Ford Fiesta 1.0 Street 5p;18900.0;2003;138.000 Km;São Bernardo do Campo ; São Paulo;Ford
Fiat Grasiena 1.4 Tetrafuel 4p Tetra-combustible;25000.0;2014;250.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Chevrolet Celta 1.0 Life Flex Power 3p 77 Hp;20000.0;2009;130.000 Km;São Caetano do Sul ; São Paulo;Chevrolet
Peugeot 207 1.4 Xr Flex 5p;22900.0;2011;130.000 Km;Carapicuíba ; São Paulo;Peugeot
Citroën C3 1.4 8v Glx Flex 5p;23990.0;2010;120.000 Km;Guarulhos ; São Paulo;Citroën
Hyundai Tucson 2.0 Mpfi Gl 16v 142cv 2wd Gasolina 4p Manual;20660.0;2006;167.033 Km;Barueri ; São Paulo;Hyundai
Fiat Uno Uno Mille;22900.0;2008;143.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Hyundai Tucson 2.0 Gls 4x2 Aut. 5p;25000.0;2009;190.000 Km;São Paulo Zona Sul ; São Paulo;Hyundai
Volkswagen Voyage 1.8 Ap 4 Portas;18000.0;1992;160.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Renault Clio Renault Clio Hatch. Rn 1.0 16v;24900.0;2014;128.000 Km;São Paulo Centro ; São Paulo;Renault
Renault Clio 1.0 16v Campus Hi-flex 5p;16500.0;2011;236.000 Km;São Paulo Centro ; São Paulo;Renault
Volkswagen Fusca 1.3 8v Gasolina 2p Manual;19990.0;1975;28.478 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Peugeot 207 1.4 Xr Flex 5p;19900.0;2010;194.600 Km;São Paulo Zona Sul ; São Paulo;Peugeot
Fiat Marea 1.6 Sx 4p;20900.0;2006;140.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Citroën C3 1.4 8v Glx Flex 5p;24200.0;2011;86.000 Km;São Paulo Zona Leste ; São Paulo;Citroën
Fiat Uno 1.0 Vivace Flex 3p;25000.0;2014;127.513 Km;São Paulo Zona Sul ; São Paulo;Fiat
Peugeot 207 Passion 1.6 16v Xs Flex Aut. 4p;25000.0;2013;150.000 Km;Franco da Rocha ; São Paulo;Peugeot
Ford Ka 1.0 Flex 3p;17000.0;2010;9.800 Km;Guarujá ; São Paulo;Ford
Citroën C3 C3 Glx 1.4/ Glx Sonora 1.4 Flex 8v 5p;19900.0;2010;168.000 Km;São Paulo ; São Paulo;Citroën
Toyota Corolla 1.8 16v Xei 4p;22900.0;1999;140.000 Km;Embu das Artes ; São Paulo;Toyota
Volkswagen Gol 1.0 8v - Aceito Troca;19900.0;2008;210.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Renault Logan Expression 1.0 Flex 2008 Completo;21990.0;2008;190.000 Km;Paulínia ; São Paulo;Renault
Peugeot 207 1.4 Xr Sport Flex 5p;22999.0;2012;78.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Renault Clio 1.0 16v Campus Hi-flex 5p;15900.0;2011;160.240 Km;São Paulo Zona Norte ; São Paulo;Renault
Fiat Idea 1.4 Elx Flex 5p;24900.0;2008;171.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Volkswagen Fox 1.0 Mi 8v Flex 4p Manual;24999.0;2009;140.000 Km;São Paulo Zona Oeste ; São Paulo;Volkswagen
Fiat Stilo 1.8 8v Flex 5p;23500.0;2010;163.000 Km;Santos ; São Paulo;Fiat
Renault Sandero 1.0 16v Expression Hi-flex 5p;20000.0;2012;100.000 Km;Suzano ; São Paulo;Renault
Chevrolet Celta 1.0 Spirit Flex Power 5p;20000.0;2008;164.500 Km;São Bernardo do Campo ; São Paulo;Chevrolet
Renault Scenic Scénic Privilége 1.6 16v (flex);24900.0;2010;158.000 Km;São Bernardo do Campo ; São Paulo;Renault
Ford Ka 1.0 Gl 3p;16900.0;2007;203.000 Km;Guarulhos ; São Paulo;Ford
Fiat Idea 1.6 16v Essence Flex 5p;24500.0;2011;175.000 Km;Guarulhos ; São Paulo;Fiat
Renault Clio Sedan 1.6 16v Egeus Hi-flex 4p;16500.0;2007;183.000 Km;Praia Grande ; São Paulo;Renault
Kia Picanto Picanto Ex 1.0;22990.0;2009;163.376 Km;São Bernardo do Campo ; São Paulo;Kia
Chevrolet Celta 1.0 Spirit Flex Power 5p 70 Hp;22500.0;2009;137.000 Km;Santo André ; São Paulo;Chevrolet
Peugeot 207 1.6 16v Xs Flex 5p;19950.0;2011;99.800 Km;São Paulo Zona Oeste ; São Paulo;Peugeot
Volkswagen Gol 1.0 Se 2p;6600.0;1996;218.000 Km;Guarulhos ; São Paulo;Volkswagen
Citroën C3 1.4 8v Glx Flex 5p;22000.0;2011;148.000 Km;São Paulo Zona Leste ; São Paulo;Citroën
Ford Fiesta 1.0 Rocam S Flex 5p;22000.0;2014;116.000 Km;Praia Grande ; São Paulo;Ford
Fiat Palio 1.0 Fire Flex 5p;23900.0;2008;259.000 Km;Suzano ; São Paulo;Fiat
Ford Fiesta 1.6 Fly Flex 5p;24990.0;2010;198.000 Km;São Paulo Zona Leste ; São Paulo;Ford
Chevrolet Corsa Corsa Hatch Maxx 1.0 (flex);24900.0;2008;224.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Fiat Siena 1.0 Fire Celebration Flex 4p;23900.0;2007;119.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Volkswagen Voyage 1.6 Msi Comfortline Total Flex 4p;23500.0;2015;192.000 Km;Guarulhos ; São Paulo;Volkswagen
Chevrolet Zafira 2.0 Expression Flex Power Aut. 5p;22800.0;2007;180.000 Km;São Paulo Centro ; São Paulo;Chevrolet
Fiat Uno Mille 1.0 Ex 3p;19799.0;1999;57.919 Km;São Paulo Zona Sul ; São Paulo;Fiat
Fiat Palio 1.0 Fire Flex 5p;17900.0;2008;143.016 Km;São Paulo Zona Sul ; São Paulo;Fiat
Renault Clio 1.0 16v Campus Get-up Hi-flex 5p;23300.0;2009;150.000 Km;São Paulo Zona Sul ; São Paulo;Renault
Volkswagen Gol 1.6 Se 5p Gasolina;12500.0;2003;89.550 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Volkswagen Gol 1.0 Total Flex 5p;25000.0;2013;85.000 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Ford Fiesta 1.0 Flex 5p;24900.0;2011;168.000 Km;São Paulo Zona Sul ; São Paulo;Ford
Chevrolet Celta 1.0 Mpfi Vhc Super 8v Gasolina 2p Manual;16990.0;2002;58.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Peugeot 405 2.0 Sri 4p;8500.0;1995;130.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Fiat Idea 1.4 Elx Flex 5p;19000.0;2006;200.000 Km;Barueri ; São Paulo;Fiat
Volkswagen Gol 1.0 City Total Flex 5p;14500.0;2007;150.000 Km;São Paulo Zona Oeste ; São Paulo;Volkswagen
Chevrolet Celta 1.0 Spirit Flex Power 5p;20000.0;2009;99.580 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Renault Clio 1.0 16v Authentique Hi-flex 5p;18500.0;2008;147.000 Km;São Paulo Zona Sul ; São Paulo;Renault
Fiat Palio Weekend 1.8 Hlx Flex 5p;22900.0;2007;125.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Renault Sandero 1.0 16v Expression Hi-flex 5p;21500.0;2011;174.000 Km;São Paulo Zona Sul ; São Paulo;Renault
Chevrolet Classic 1.0 Spirit Completo;19999.0;2007;152.000 Km;Santo André ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Ls Flex Power 3p;24500.0;2013;102.600 Km;Mairiporã ; São Paulo;Chevrolet
Volkswagen Gol 1.0 City Total Flex 5p;22990.0;2007;209.000 Km;Franco da Rocha ; São Paulo;Volkswagen
Chevrolet Classic 1.0 Mpfi Ls 8v Flex 4p Manual;24500.0;2013;138.000 Km;Guarulhos ; São Paulo;Chevrolet
Ford Fiesta 1.0 Flex 5p;19900.0;2009;107.400 Km;São Paulo Zona Leste ; São Paulo;Ford
Fiat Fiorino Furgão 1.3 Fire 4p;24900.0;2003;220.000 Km;Taboão da Serra ; São Paulo;Fiat
Renault Scenic 1.6 16v Expression Hi-flex 5p;16400.0;2006;196.573 Km;São Paulo Zona Leste ; São Paulo;Renault
Chevrolet Celta 2p Life;18990.0;2009;150.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Citroën C3 1.4 I Glx 8v Flex 4p Manual;22900.0;2008;142.939 Km;São Paulo Zona Oeste ; São Paulo;Citroën
Chevrolet Classic 1.0 Mpfi Life 8v;22990.0;2008;198.000 Km;Santo André ; São Paulo;Chevrolet
Chevrolet Classic 1.0 Mpfi Life 8v;21990.0;2007;190.000 Km;Santo André ; São Paulo;Chevrolet
Peugeot 207 Passion 1.4 Xr Sport Flex 4p;18990.0;2010;148.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Peugeot 207 Passion 1.4 Xr Flex 4p;18900.0;2011;210.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Volkswagen Gol 1.0 City Total Flex 3p;17900.0;2006;170.000 Km;São Bernardo do Campo ; São Paulo;Volkswagen
Peugeot 207 1.4 Xr Flex 5p;22999.0;2011;192.600 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Chevrolet Classic 1.0 Mpfi Vhc Life 8v Gasolina 4p Manual;19890.0;2004;198.986 Km;São Bernardo do Campo ; São Paulo;Chevrolet
Fiat Stilo 1.8 8v Flex 5p;12000.0;2009;267.000 Km;Praia Grande ; São Paulo;Fiat
Volkswagen Santana 2.0 4p;18500.0;1996;233.000 Km;Santa Bárbara D'Oeste ; São Paulo;Volkswagen
Fiat Siena 1.0 Fire Flex 4p;19500.0;2010;159.805 Km;Itaquaquecetuba ; São Paulo;Fiat
Chevrolet Celta 1.0 Spirit Flex Power 5p;22900.0;2011;104.735 Km;Diadema ; São Paulo;Chevrolet
Peugeot 207 1.4 Xr Sport Flex 5p;20900.0;2010;114.000 Km;São Paulo Zona Sul ; São Paulo;Peugeot
Volkswagen Voyage 1.0 Vht Total Flex 4p;22990.0;2010;163.500 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Fiat Palio Palio Young 1.0 Mpi;15900.0;2002;229.957 Km;São Paulo Zona Norte ; São Paulo;Fiat
Fiat Palio Fire Economy;20000.0;2010;191.406 Km;Suzano ; São Paulo;Fiat
Citroën C3 1.4 8v Glx Flex 5p;21900.0;2007;148.000 Km;Osasco ; São Paulo;Citroën
Chevrolet Meriva 1.8 Joy Flex Power 5p;23900.0;2005;176.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Ford Fiesta 1.0 Flex 5p;21900.0;2008;200.500 Km;São Paulo Zona Sul ; São Paulo;Ford
Volkswagen Santana Santana Gli 2.0;19890.0;1995;231.585 Km;São Paulo Zona Norte ; São Paulo;Volkswagen
Renault Clio Sedan 1.0 16v Expression Hi-flex 4p;17900.0;2006;173.000 Km;São Paulo Zona Leste ; São Paulo;Renault
Chery Face 1.3 16v 5p;17999.0;2012;102.622 Km;São Paulo Zona Oeste ; São Paulo;Chery
Peugeot 307 2.0 Feline Aut. 5p;20900.0;2008;122.000 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Renault Sandero 1.6 Expression Hi-torque 5p;18000.0;2011;186.000 Km;Ribeirão Pires ; São Paulo;Renault
Mercedes-benz Classe A 1.9 Elegance 5p Manual;19500.0;2001;140.000 Km;São Paulo Zona Sul ; São Paulo;Mercedes-benz
Chevrolet Agile 1.4 Ltz 5p;25000.0;2010;160.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Volkswagen Gol 1.0 Total Flex 5p;23000.0;2011;271.102 Km;São Paulo Zona Norte ; São Paulo;Volkswagen
Toyota Corolla 1.8 16v Xei 4p;24999.0;2000;177.000 Km;São Paulo Zona Norte ; São Paulo;Toyota
Fiat Idea 1.8 Hlx Flex 5p;23900.0;2006;167.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Chevrolet Corsa 1.8 Maxx Flex Power 5p;25000.0;2005;300.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Life Flex Power 3p;16200.0;2009;211.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Chevrolet Classic Classic 1.0 Vhc (flex);22900.0;2010;174.899 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Chery Qq 1.1 16v 5p;17900.0;2012;141.000 Km;São Paulo Zona Leste ; São Paulo;Chery
Ford Ka 1.0 Gl 3p;21900.0;2007;118.000 Km;Santo André ; São Paulo;Ford
Chevrolet Meriva 1.8 Mpfi Joy 8v Flex 4p Manual;18990.0;2008;241.854 Km;São Paulo ; São Paulo;Chevrolet
Renault Scenic 1.6 16v Privilège Hi-flex 5p;22900.0;2010;165.000 Km;São Paulo Zona Leste ; São Paulo;Renault
Renault Logan 1.6 Expression Hi-torque 4p;21999.0;2011;150.000 Km;Guarulhos ; São Paulo;Renault
Ford Fiesta 1.0 Gl Class 5p;16900.0;2001;98.613 Km;Mogi das Cruzes ; São Paulo;Ford
Chevrolet Classic 1.0 Mpfi Life 8v Flex 4p Manual;21900.0;2008;159.500 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Chevrolet Vectra 2.2 Challenge 4p;22500.0;2001;280.000 Km;São Paulo Zona Norte ; São Paulo;Chevrolet
Chevrolet Celta 1.0 Life Flex Power 3p;18000.0;2007;141.400 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Volkswagen Parati 1.6 Cl 2p;19900.0;1995;246.000 Km;São Paulo Zona Leste ; São Paulo;Volkswagen
Citroën Xsara 2.0 I Paris 16v Gasolina 4p Manual;21890.0;2001;137.324 Km;São Bernardo do Campo ; São Paulo;Citroën
Chevrolet Astra Sedan 1.8 Sedan 4p;21900.0;2002;170.000 Km;Guarulhos ; São Paulo;Chevrolet
Fiat Palio 1.4 Elx Flex 5p;20990.0;2006;298.823 Km;Guarulhos ; São Paulo;Fiat
Ford Fiesta 1.0 Flex 5p;25000.0;2012;86.000 Km;Osasco ; São Paulo;Ford
Renault Clio Sedan 1.6 16v Privilège Hi-flex 4p;16200.0;2006;221.300 Km;São Paulo Zona Leste ; São Paulo;Renault
Chevrolet Corsa Classic 1.0 Life Flex Power 4p;17000.0;2008;204.530 Km;Mogi das Cruzes ; São Paulo;Chevrolet
Renault Sandero 1.6 Expression Hi-torque 5p;25000.0;2012;91.000 Km;São Paulo Zona Leste ; São Paulo;Renault
Fiat Palio 1.0 Fire Economy Flex 3p;20000.0;2011;266.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Bmw Serie 5 2.8 4p;21000.0;1996;128.000 Km;São Paulo Zona Sul ; São Paulo;Bmw
Renault Logan Logan Expression 1.6 8v;22990.0;2011;180.000 Km;São Bernardo do Campo ; São Paulo;Renault
Chevrolet Astra 1.8 Gl 3p;15500.0;2000;20.275 Km;São Caetano do Sul ; São Paulo;Chevrolet
Renault Scenic 2.0 16v Rxe 5p 138 Hp;7500.0;2003;240.000 Km;Ribeirão Pires ; São Paulo;Renault
Chevrolet Corsa 1.4 Maxx Econoflex 5p;22900.0;2009;90.000 Km;Guarulhos ; São Paulo;Chevrolet
Chevrolet Corsa 1.0 Joy Flex Power 5p;21900.0;2008;275.000 Km;Carapicuíba ; São Paulo;Chevrolet
Chery Chery Qq 1.1 16v 5p;15000.0;2011;135.000 Km;São Paulo Zona Sul ; São Paulo;Chery
Renault Trafic 2.0 5p;17000.0;2000;300.000 Km;São Paulo Zona Leste ; São Paulo;Renault
Peugeot 206 Peugeot Sensat;9000.0;2004;128.869 Km;São Paulo Zona Leste ; São Paulo;Peugeot
Volkswagen Fox 1.0 Plus Total Flex 5p;18000.0;2006;179.000 Km;São Paulo Zona Sul ; São Paulo;Volkswagen
Fiat Siena 1.3 16v Elx 4p;15900.0;2003;240.000 Km;Guarulhos ; São Paulo;Fiat
Renault Clio 1.0 16v Authentique Hi-power 5p;25000.0;2014;80.000 Km;Barueri ; São Paulo;Renault
Fiat Siena Siena  Celebration;24900.0;2008;197.000 Km;São Paulo Zona Leste ; São Paulo;Fiat
Fiat Palio 1.0 Elx Flex 3p;18000.0;2010;160.000 Km;São Paulo Zona Sul ; São Paulo;Fiat
Renault Sandero 1.0 Expression 16v;21990.0;2010;138.000 Km;Mauá ; São Paulo;Renault
Fiat Palio 1.3 Elx Flex 5p;22900.0;2004;314.022 Km;São Paulo Zona Leste ; São Paulo;Fiat
Volkswagen Fox Fox Route 1.0 8v (flex) 4p;24990.0;2008;98.000 Km;São Paulo Zona Oeste ; São Paulo;Volkswagen
Chevrolet Vectra 2.2 Expression 4p;22000.0;2002;239.000 Km;Mogi das Cruzes ; São Paulo;Chevrolet
Chevrolet Corsa 1.0 5p;18799.0;2004;203.000 Km;São Paulo Zona Sul ; São Paulo;Chevrolet
Chevrolet Montana 1.4 Combo Econoflex 4p;15000.0;2010;365.000 Km;Santo André ; São Paulo;Chevrolet
Ford Ka Ka 1.0 8v/1.0 8v St Flex 3p;23900.0;2011;117.506 Km;Mogi das Cruzes ; São Paulo;Ford
Hyundai Azera 3.3 Gls Aut. 4p;18000.0;2009;186.540 Km;São Paulo Zona Leste ; São Paulo;Hyundai
Chevrolet Celta 1.0 Spirit Flex Power 5p;21000.0;2010;252.000 Km;Ribeirão Pires ; São Paulo;Chevrolet
Chevrolet Corsa Sedan 1.8 Premium Flex Power 4p;19000.0;2007;200.000 Km;Guarulhos ; São Paulo;Chevrolet
Ford Ka 1.6 Tecno Flex 3p 102 Hp;21500.0;2009;135.000 Km;Santo André ; São Paulo;Ford
Volkswagen Gol 1.0 Mi 3p;24900.0;1996;130.371 Km;Osasco ; São Paulo;Volkswagen
Chevrolet Corsa Wagon 1.6 Gl 5p;13900.0;1998;258.000 Km;São Paulo Zona Leste ; São Paulo;Chevrolet
Renault Clio Sedan 1.6 Expression Sedan 16v;19800.0;2006;169.000 Km;Osasco ; São Paulo;Renault
Chevrolet Celta 1.0 Life Flex Power 3p;12499.0;2008;236.665 Km;Itaquaquecetuba ; São Paulo;Chevrolet
Renault Clio 1.0 16v Authentique Hi-power 3p;22500.0;2014;69.000 Km;São Bernardo do Campo ; São Paulo;Renault
Volkswagen Santana 2.0 4p;11000.0;1996;145.000 Km;Barueri ; São Paulo;Volkswagen
